,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2013-09-01,225242.2963988101,347623.7446207115,150034.3797070268,257899.13062053328,278739.9215396591,142910.64654121813,107721.65321692875,305874.56432034896,179419.87160585984,238417.2261357461,238332.80265700398,145714.83294072424,423721.7384132656,170300.44407553234,446102.22036200186,207630.31540351352,214639.834702755,131745.45013208766,191429.1877190532,173941.90223202543,155312.0718552213,255280.4475628297,152352.43759137936,141596.2712961108,150450.79199797797,220284.21846863662,135608.71002088385,219045.0418874158,161746.73221642963,214011.59837923574,264180.5211987731,176000.63179296118,127747.68993517925,149767.48627247356,119289.41122442718,108021.41214522878,112903.00896397373,100438.70879669375,165418.26821252378,193416.55809637788,230728.70474208877,106859.05154852901,122825.15609517954,115543.41247823693,213268.18375462675,209681.21914468703,109396.72699209808,158571.25525435546,129144.72450227245,122591.15291561432,112387.74468111961
2013-10-01,226085.75909222013,354131.47282437264,151812.44324540513,258700.152643641,280273.0043325345,143729.23614290205,109024.23102907183,307674.2176515641,181533.35569356964,240164.8438753536,240204.93458788804,147105.86147945948,429909.28309454396,173769.81722822637,451307.3161484303,208660.96819054653,216319.7750987173,133086.16011560432,192426.02297908414,175542.1669551185,155919.23259748123,256359.5548079294,152565.8627529686,142169.45902846937,150966.34779162856,220839.67005770467,136072.18849251498,221079.31042107762,161759.75370206192,214900.67864850909,265077.5972104438,176370.11936344873,128225.74115812166,150351.8050839285,119598.90874772442,108381.19434508476,113281.27898278751,101169.7648816695,166748.3828957418,195191.2563532847,231172.77223490164,107164.16284940457,123508.17483633988,115955.53459048743,214816.26986146552,210165.37977071144,109908.0696218474,159366.62192990296,129685.77227405057,123047.05595159903,112759.65883977247
2013-11-01,226645.27383096362,359590.1878234443,153382.89834700912,259363.91052883313,281141.49202705064,144479.05732312807,109831.16496095079,309444.33902626386,183127.77299065664,241795.09938111153,241826.19041934932,148308.76038556144,435261.3291334705,176809.94960465166,455381.37602232816,209307.91171556455,217633.83855869903,134157.43179686705,193240.2841988744,176762.22132612052,156128.8062215841,257596.5292185959,152719.07225599015,142515.1686322582,151226.45137760276,220674.21281483924,136397.08886118597,222824.9721591771,161588.8484548774,215723.0855681843,265478.5754443933,176577.33661254673,128525.03722192576,150469.88127305,119674.690276625,108525.71333635761,113367.13955409934,101465.60273021052,167674.97809486615,196491.80904132,231592.53516069156,107214.21467561582,123748.54547216899,116241.65334675118,216478.51835463496,210412.4953455672,110384.92522550799,159844.91851786265,129931.88815976011,123326.64691930643,112835.72518992063
2013-12-01,227070.14046171049,363987.27522001206,154985.1913786654,259812.2223994164,281805.937408425,145320.2450087256,110520.03335418446,311285.5862290394,184277.2897553963,243483.20742639923,243315.03204726157,149444.57796182946,439078.1622264258,178920.99642240218,458380.35582491854,209781.5380430219,218564.09267396157,135328.9666326021,194098.88283715714,177898.3308614987,155834.1161054625,258949.0165236609,152927.2826947613,142873.89555296293,151458.6097526514,220214.04487165145,136850.94356188216,224554.66134132026,161514.74590937814,216236.1498848709,264929.3179518617,176574.65313888303,128911.97767442034,150659.20996046197,119552.78556921857,108757.95324262966,113420.51842203729,101316.17358230644,168380.11464044667,197497.7637972373,232038.23192601255,107343.01575872481,123781.45415903653,116439.19774909795,217790.68563095471,210452.86487040878,110877.70180150196,160080.61564460548,130236.77581662213,123588.61225888952,112909.56280103103
2014-01-01,227415.81142339343,367169.7944291399,156510.30281907556,260197.4345842225,282721.80349864456,146308.17911085623,111211.70756441758,313037.24225523946,185450.08807246224,245167.82965515563,244562.19912478537,150271.20216288752,441514.06912687427,180354.36134339523,460705.12525892444,210206.73766337684,219314.96316637917,136390.84480065235,194993.11182852686,178893.89869798205,155446.28895801934,260267.85332243275,153064.71914667133,143205.26754612316,151693.4653223663,219861.6000370231,137254.3373872947,226168.28698846744,161829.61345194708,216634.02696134834,264105.0079305221,176573.7872906952,129248.26162919209,150898.60353886118,119549.57339800928,108980.37561561952,113475.9251790422,100807.2067173638,168877.59093049495,198096.84431390965,232396.46017776206,107431.11215479103,123698.48755620432,116454.31031054222,218720.50185069186,210401.07087181034,111143.71784894018,160177.92037573186,130386.26053358622,123832.12021849786,112878.94967459276
2014-02-01,227689.29432295376,369800.9528487381,158153.88675090173,260725.16502186927,284361.85549143195,147423.3535901527,112140.92844213771,314603.58832437074,186700.2951451772,246808.51196301077,245836.13145518265,151164.90825384704,444429.90918825986,181794.2116806379,463300.45575700834,210728.3217870969,219932.9649023864,137578.32846096533,195838.17256883378,180001.95069189547,155204.65038647532,261600.73392613974,153160.99303478483,143788.83522032818,152178.60236938114,220061.47957725133,137838.30993997093,227740.98006609725,162399.367129396,217006.45358120676,263283.92431550106,176638.5990470832,129747.85101427166,151484.2655421579,119824.28808822871,109376.0946243675,113692.67025948637,100396.98985740777,169533.25235872512,198558.6047175116,232644.7408122304,107595.27308631265,123696.61588540855,116319.16123868364,219092.59674052082,210446.4966009761,111280.14665077918,160098.70594112735,130595.22311543504,123848.88264121553,112986.93921813108
2014-03-01,228163.66477811235,372193.84226313763,159695.2796445412,261694.1767270246,286503.58734930254,148548.37028134437,112983.4847021498,315993.6671875708,187962.2995306011,248302.56660500224,247048.30091781917,151942.63985366086,447001.25180883723,183312.42541828062,466158.15698286844,211303.79824317855,220762.12404170193,138680.538071428,196662.3120042168,181127.3587074474,155064.5712445525,262908.54636559373,153256.85835163505,144319.84674240716,152699.92960563913,220457.18924697663,138333.68585489847,229288.67506116032,162951.69826366592,217745.78540316736,262772.89161961357,176778.04328057767,130129.87921118386,152155.10013031858,120065.28979969038,109678.06840753458,113927.81018501963,99686.70469720937,170301.73607469632,198871.08866801695,233017.719052334,107649.32854122906,123789.45809258685,116265.81686753016,219521.55031381213,210544.67211350147,111294.29038705466,160158.5208463309,130799.23890659497,124087.82157713837,113130.17066237175
2014-04-01,228722.46479950016,375112.1104985413,161067.9223115437,262822.09792584163,288600.8199052661,149526.2988932865,113938.816274615,317453.5903696275,188908.19814109974,249624.10167105208,248439.73013663435,152737.02972118722,450234.0160297404,185143.50215990454,469144.5104393942,211848.29271403138,221476.97794794003,139809.85578460086,197402.72757496824,182153.17264531544,155129.16186656852,264329.69543301367,153496.85722480153,144870.88105583153,153244.02716564978,220728.8796184964,138953.17786951622,230810.17849393157,163320.46589543382,218955.78202729896,263166.69881731115,177031.18952418552,130514.65294784441,152902.96515110007,120259.48756095317,109975.58399921718,114349.3410601779,99106.066635231,171115.92230963148,199241.5181594791,233529.2095644844,107897.49700290062,124035.32453367046,116330.88155351358,219410.42879402757,210737.3518338082,111416.84567478672,160226.77665082843,131186.73322551083,124576.8232873913,113520.24233217227
2014-05-01,229589.52429431144,378226.20590597234,162421.81279074913,264162.9805056259,290589.89456483565,150516.9172173907,114885.5449403498,319126.4025196633,189676.57412996367,251053.59634801946,249939.08045820438,153557.04889627523,453083.4116783391,186986.0384971658,472421.19001619966,212701.7648799805,222375.9250867793,140967.2151964691,198397.23660663154,183088.32356621182,155346.99737713402,265560.5203480812,153935.375114449,145420.98559970938,153814.9331695491,221467.31229604725,139672.22284345698,232527.86091185562,163870.21219474616,220254.99276346774,264055.1712370452,177688.17632532402,130866.19675500323,153661.5968422825,120549.56008286781,110410.84594884509,114936.6154106841,98498.16229555606,172111.84926127878,199834.040433227,234265.2682558724,108359.07958196061,124572.45417179988,116723.00739945564,219787.11203177416,211369.52218923985,111723.68266468677,160558.72834574364,131725.93651254766,125271.06854766834,114199.60109493468
2014-06-01,230183.57752032252,380790.7152112752,163543.78285889578,265087.8807038095,291770.4069509208,151522.67216929686,115962.63619364907,320410.8148319978,190223.7010986237,252097.11488899836,251464.14992187024,154433.23801067972,455867.4715998616,189097.7376707735,475133.2868815184,213452.59845779728,222968.95973243122,141936.22840324114,199183.08906465638,183669.01789976782,155904.4517208701,266270.22468404303,154398.90455226926,145966.19721529717,154297.8080254267,222133.1581083165,140433.4374340692,233904.0490458283,164167.68993829668,221066.82966424545,264510.31133101,178451.86623003602,131123.65934292253,154275.10581986269,120958.14700651278,111026.64611902034,115571.97931831148,98426.47702179402,172874.8316962123,200717.37794460627,234687.78346389593,109041.16697677552,125260.90703941644,117238.95907920104,220059.79549657393,211879.84293139458,112239.27585764654,161030.6483251096,132285.6056286694,126015.51161040699,114928.09333145256
2014-07-01,230629.6077605879,382476.925311157,164699.6844548092,265849.08457431203,292438.1224431449,152668.03154439165,116975.01012190817,321321.2263601904,190704.8692709288,252963.33722023864,253072.66981550548,155403.94361187043,458751.06056562666,190966.13430634118,477723.48244896444,214150.81124729532,223572.6498648085,142774.82971221066,200364.42618687006,184124.82741127754,156763.01454874533,266504.75184315897,154881.12309125843,146514.18391154354,154703.55362419164,223085.03700841346,141119.71404186016,235199.43996337557,164444.7116493124,221379.2379344158,265014.6976070421,179261.6862836276,131427.52764400406,154772.31231695044,121383.94061891321,111866.7961240502,116244.3777316076,99008.19764086777,173746.04912728627,202082.572787795,234867.23656076042,109693.70609979193,126008.69315226737,117831.66727518127,220828.43972296175,212589.3183213151,112820.70236732787,161728.4752259618,132868.3956628277,126706.62775471504,115587.77232318117
2014-08-01,230910.49291346283,383955.3116033026,165683.30231528645,266301.7037199898,292655.25850625575,153698.00245647016,117774.45844365528,321691.9538108347,191143.66981687772,253556.27626680743,254692.61255336777,156205.4246948765,461347.30044758646,192265.40472580027,480021.98467562365,214572.91487745542,224130.46306288673,143436.03482363038,201408.16575599124,184448.7870143689,157446.37769433876,266654.5867324709,155118.29218899968,146829.34890962616,154916.22139720074,223654.65258218197,141540.0992142794,236361.43832261759,164345.5881298599,221400.07576471008,265487.3626545569,179624.51140064443,131695.439770791,155048.80082015655,121776.47112894729,112797.86289677797,116797.550126014,99993.66154058608,174420.68567609545,203661.352449474,234646.64959984543,110119.54797600898,126612.16325111616,118356.53218421042,221482.33332084448,213185.99445366114,113352.53080382867,162495.08079708202,133386.78615136983,127139.73931368643,115974.74853392747
2014-09-01,231274.31311155693,386396.0668245742,166705.68773683498,266909.05900296103,292963.66795125,154606.1068257106,118333.11192468659,322278.7689711441,191633.70689442698,254369.5186771454,256663.63276185142,156792.05717436818,463883.1150719188,193253.86338906278,483252.76718791644,214899.1120562153,224766.66079216413,144032.70879065662,202502.394635787,184790.52703086834,157968.74036190615,267188.59222764714,155140.71191515986,147044.39297741474,155076.6508801727,224254.44699971285,141829.32647943206,237709.5482124576,164268.36049000852,221655.69120524055,267191.82881385996,179788.62943729153,131831.1074181265,155070.82921981768,122115.62649272561,113635.86995051517,117221.00635759019,100944.97005206737,175101.68478361834,205222.30956004886,234295.5419197507,110257.65005714538,126985.31740596722,118756.61891192221,222491.35584495516,213990.66772486505,113791.59623518039,163162.9787148264,133719.24200170746,127193.98725278246,116173.37340850201
2014-10-01,231505.5990651135,389492.24034708535,167563.6958092532,267380.0786554511,293150.2609854196,155249.94935034806,118486.06029112054,322575.0569280966,191916.856961726,255199.55924975043,258796.49117726888,157142.9461100856,466033.70604129735,193894.0605618422,486236.6699680656,215111.5422492763,225222.47281489646,144486.6367666194,203036.15306303115,185013.05145572798,158268.74179829407,267774.3453195698,154815.8747632137,147036.99613365217,155073.693506154,224353.92442962807,141951.74419920848,238967.62555697744,164080.39829876,221870.9067438105,268395.02618383756,179508.80782629145,131598.50838349768,154827.34947840788,122200.04801764949,114212.05622119615,117333.23852496361,101541.3174417218,175496.96135622138,206609.15838757332,233669.89389057024,110123.91415937133,127063.77580715479,119065.43035216637,223222.24893849122,214501.8309708376,114075.96874230332,163424.22149622263,133855.5047840406,126725.41878341662,116081.57558554538
2014-11-01,231738.02771210726,392962.0700814316,168635.93438577963,268027.0449853567,293246.12002363603,156063.6396901935,118687.47282901603,323338.57996576,192350.4611422074,256409.47663620464,261191.03507578094,157475.0987481905,468379.6032740295,195004.62561174514,489194.46513614064,215465.41432134903,225726.17331737757,145024.7486942719,203724.5618335331,185331.82153881303,158905.8053757627,268471.9216051134,154612.57835696978,147190.8570756295,155215.43601884146,224244.62249689118,142294.94149308885,240351.10112799844,164161.95107151402,222356.37851809422,269702.15447637835,179243.2797891225,131328.61944962424,154667.64780201437,122254.08345069039,114737.78267565447,117404.71783785564,102252.7979266735,175727.71829837034,208067.98288853504,233429.81366862054,109989.00917032576,127154.5895319088,119358.90672127093,224110.49379342873,214935.10283866746,114480.90965119068,163520.13425224044,133996.9324840013,126413.58319959095,116045.42570717867
2014-12-01,231992.1429066309,396165.8649385075,169907.38001625004,268579.1655377894,293216.2894124034,157015.62818425588,118969.1791067312,324445.9632103454,192785.0042041254,258033.86539029333,263784.53805049387,157835.09454969232,470980.3362267012,195858.22228776873,491381.269840433,215999.60781344297,226415.80867602362,145601.58778189644,204499.1165041111,185764.31034343815,159795.19293130434,268794.3740144134,154594.2175981291,147428.7276390662,155503.0880705218,224006.994240679,142729.42227915986,242042.6524690712,164423.89722282838,222743.6378344941,270500.489229754,179021.78104176975,131161.37465077426,154771.04451175922,122356.50202502572,115387.3387938155,117561.48653655815,102959.29363381339,175973.22302201088,209690.22367910994,233344.87938191727,110042.81912487118,127429.41155815743,119871.88308813276,224711.87056550072,215624.0529717859,115100.94807252234,163717.27716517774,134324.3698288702,126543.07213537286,116179.85134583665
2015-01-01,232350.66131836866,399014.2831886199,171295.53241810563,268992.74029933196,293162.65604234335,158206.94529839107,119472.05597358599,326222.075011394,193424.68262418904,260139.35713672335,266726.1535241758,158061.14541030955,472643.6294057441,196894.50926805392,493885.0373495305,216604.736043192,227565.49653316787,146173.5403470969,205489.93255945956,186515.63336255294,160751.18621621237,268870.6666727503,154672.27855299533,147802.46235564197,155996.4953705973,224036.7422680663,143259.41917952694,243970.5627466664,164654.3852453127,223102.4915057359,271391.5464106728,178952.78243318363,131060.6335637406,155177.56306171682,122524.49901928857,116128.26379720391,117800.07964010902,103744.84885125828,176471.25633367946,211181.513313059,233498.09592137512,110157.14424494602,127776.01250787056,120372.1110839829,225687.49334318136,216699.29549531254,115686.5619568175,164294.14942715937,134735.08565493056,127096.82745995262,116515.17314968437
2015-02-01,232705.0005972044,401421.741864681,172512.1342185565,269236.5479546676,293258.8268660416,159441.55851973887,120023.85230647387,328162.9060400594,194109.31359583326,262460.2118132149,270008.66032127215,158081.04110880214,473905.1708024733,197796.12386336885,496521.5550003422,217385.91884044817,228868.55628461088,146731.8768085798,206372.6665150066,187457.01466394597,161691.2254455339,268972.18932835734,154723.3159931621,148238.2193539407,156546.62898513713,224519.7497652373,143818.83496588795,246143.23271740825,164854.1314033869,223652.73162766764,271986.260530436,179135.48465714496,130952.04389951548,155681.7509804484,122672.12176493922,116765.37145210501,118049.43079504654,104222.0862449442,177305.61392788007,212592.9104593479,233467.1058274967,110294.54794685962,128013.62313580356,120858.15599430504,226802.8253452856,218179.6451867538,116034.40135005879,165141.70756274,135237.48690356704,127815.90797646884,116877.86141541263
2015-03-01,233061.08616077315,403392.21406899387,173586.3303614885,269484.10927207785,293690.48024192784,160648.56121599363,120786.20538645535,329921.64896191953,195055.05671106637,264634.2299164198,273199.7965631611,158311.19705827153,474457.7849114719,198971.67932512812,498841.11505260854,218179.02765108625,230332.4951393652,147358.6657714646,207326.82300773045,188547.06555354394,162433.94651512374,269457.5727820034,154911.05811843442,148813.19881934253,157080.6736867826,225135.15559621796,144452.37557830013,248112.95071256874,165234.3761105744,224392.28543128553,272186.8609735666,179411.2874949017,131051.01065105975,156265.59318262673,122933.8759527931,117473.09672569468,118320.05615467891,104675.45964502516,178416.01817962455,213996.27872539358,233766.55703373384,110510.6846995526,128313.0541459041,121242.11111334343,227979.11391903332,219676.4535641562,116299.23676150826,165934.40347962745,135756.61519753988,128532.78699956542,117297.97353136244
2015-04-01,233440.42278741134,405299.4038032507,174665.18957320155,269933.39971206436,294167.1201099471,161778.07452190702,121716.40746304412,331366.88249846484,196194.78126414007,266662.17225514,276190.30647313874,158699.0700841477,475741.9971957786,200378.33329649712,500374.07714457024,219254.44667174164,231832.15703066406,148143.25127059367,208636.3134051689,189695.4104487726,163274.7082213284,270295.3893479789,155323.30988686156,149497.42591800456,157646.46184982845,225919.29859451312,145214.28888068517,250017.95598862917,165869.52023125658,225275.90319713196,272764.59346223687,180074.68592544683,131540.01699169065,156939.90787007325,123355.74125628179,118288.09022974393,118731.04021728487,105130.75637792028,179606.32278772382,215706.22283727198,234186.61897063153,111029.11775268492,128803.33144669344,121760.22652334983,228895.40941378762,221072.80493385906,116661.86911081978,166754.9713845155,136471.00594850446,129341.18854968161,117827.20252495441
2015-05-01,233930.78807580925,407455.86970144813,175887.20262941727,270740.206240218,294923.0864556527,162858.74708783184,122777.97518323753,332678.57634617353,197558.7111027961,268650.5051446065,278933.86146114935,159436.5218704381,477004.2152080738,202057.14862283636,502140.6070991067,220327.74679403545,233419.8204280597,149008.80010974067,210086.05753439802,190808.8362426531,164188.12983075055,271108.5842013187,155905.45294441422,150301.78686938816,158271.18401117742,226780.23288958738,146082.3637098161,251804.33596220528,166467.6251537958,225925.54006227956,273653.0948763267,180892.47103299262,132161.33769838593,157698.35378698472,123752.92868239437,119298.34068675699,119237.45159745259,105657.86640000386,180957.39620969092,217532.67302687606,234695.50083017664,111652.88336223301,129486.54634073212,122282.23631537928,229448.94582360864,222248.79884595048,117090.12986619864,167533.58441297608,137219.0145087155,130037.53111859104,118496.22830280646
2015-06-01,234393.40046694144,409665.79957878374,177140.17779367746,271624.49561755726,295451.0992142437,163935.19786854318,123721.54646893732,333772.9772523852,198917.18408069774,270539.2956016458,281580.48472793004,160041.46362029584,479247.6374419657,204142.20534900483,504078.7903593025,221389.94869459546,235128.5904543727,149877.49264653475,211563.31072828037,191733.20547434883,164917.5247233277,271669.41208644985,156424.7723017787,151090.00902130656,158897.5187880013,227608.89988911024,146982.56576040096,253694.25986795846,166728.19928505548,226472.24433497296,274599.2814844497,181874.58357185437,132681.75617158462,158349.2755045156,124159.53662528894,120180.83492959796,119804.45885787149,106134.84212927772,182212.92250991988,219128.61052034868,234899.3107134363,112239.8735325458,130117.7415209312,122752.8816410759,230113.21324816605,223341.81086336504,117333.53858991688,168395.32590832678,137961.82503099702,130588.10421005909,119140.09369227798
2015-07-01,234993.53399898586,411407.2165803975,178568.80157292532,272725.3254814129,296206.04619159334,165054.4186410474,124517.56926696216,335061.034051864,200349.20686039247,272538.33419548225,284365.42785499274,160688.4121717065,482343.28539753164,206301.22573023484,506691.06574230455,222466.21712171033,237051.28553795477,150833.5631412549,212916.28525156123,192538.74933214017,165451.15851440083,272272.62902601395,157043.05712406174,151902.70515174672,159561.75575119772,228360.06554974453,147935.7937452482,255845.81702181348,166945.11843385777,227330.25976432243,275662.6686920487,182941.37494208245,133034.88316126753,158843.31860880574,124645.41571278509,121107.91079044862,120314.91766592918,106541.74025562832,183437.51304493682,220288.8125353133,235218.42574827946,112742.2084690566,130814.47146700375,123227.07270919431,231037.9090074361,224763.3763635412,117572.7516358907,169079.61175229415,138615.67725873124,130975.63931676997,119808.57972477125
2015-08-01,235729.5957316681,412574.2854433884,180081.24139728807,274045.80113409326,297166.4702891097,166222.05679933543,125255.92077444599,336755.91407401673,201819.34431608635,274571.3166150707,287311.77606643044,161265.92001454518,485914.6381303075,208128.36493852627,509755.1475362704,223723.68972372578,239288.49606458543,151825.54005543274,214289.30436367067,193338.14060020828,165722.12321180996,272851.8037485617,157753.39803417047,152699.92049008445,160251.87924669858,228897.43609782285,148828.65276269751,258321.4409721508,167203.82602556987,228426.94527046953,276859.94637495367,183923.17990165777,133362.55269757917,159289.77096507742,125328.46997423742,122067.1872549102,120869.47160456087,106937.54006788628,184610.86673207453,221260.37809917956,235543.7121530593,113316.09697066386,131580.48910962988,123862.81886206986,232250.74384552415,226345.301096676,117822.8033719198,169886.85062509554,139400.30263683523,131533.91210438704,120512.38317463954
2015-09-01,236574.69665900906,413572.5252746089,181726.492883504,275792.16033842944,298564.4426502187,167412.65155094734,125990.66207469687,338941.7768802775,203469.65504450002,276905.4105199279,290414.38097744196,161936.25792993043,489947.6890869525,209726.7306114783,513844.59491555137,225058.4370718887,241568.08596442675,152876.41261824899,215699.91302670783,194262.27196991458,166211.68870577603,273608.1739198414,158448.87515514577,153492.4375119271,160998.90572199205,229432.05170925404,149758.0550568581,261031.5282640392,167678.01701192404,229757.60261509687,278712.82500215067,184978.09180797255,133651.2314157464,159712.08909490088,126044.87935448864,123129.54088026514,121316.28036869084,107503.48572729516,185858.24436992916,222001.55489777142,235971.54867557262,113857.0066003248,132376.99828360067,124569.80794475674,233409.40457229587,227972.70204082553,118296.49336323497,170770.70155384814,140171.52857743166,132106.0345237368,121174.84115532752
2015-10-01,237482.5720506266,414803.03053462255,183445.70167742972,277680.88019458734,300220.9873828306,168612.29837611926,126749.03967460111,341193.5061188588,205162.3125181777,279456.0176868687,293332.5579949248,162868.94205966874,493940.01521728915,211147.16203996746,517959.00646964234,226422.03245374994,243761.72553150624,153883.16867082953,217121.0418231705,195287.08966878927,166999.55375583706,274442.6981217486,158973.77307974582,154392.30955050897,161806.06345940777,229934.16630062435,150746.5822354049,264122.3310375757,168161.75576468595,231098.34244736764,280156.5244014222,186106.09992421442,134054.2268869774,160338.49180468827,126890.02288963548,123949.27195621775,121749.313544747,108307.17957791469,187051.96934558926,222882.80466764412,236387.4712987421,114400.22898382983,133147.63526814332,125364.99113706332,234283.58567463758,229195.0328435806,118613.76793175928,171761.84469249894,141023.5670142629,132781.5794371646,121793.56684564038
2015-11-01,238264.21710881882,415830.0237888436,185103.40440911986,279224.2987398989,301675.23221796594,169668.75506536438,127376.03998143988,343220.8034048111,206879.51557722533,282303.1609235709,296150.0196354703,163756.9787075801,497839.60833890626,212841.36902737978,520980.3538073233,227525.74726726432,245720.0333130428,154782.21950010236,218459.81620333274,196335.87050143842,167795.13824447402,275422.10100959666,159239.16772068533,155245.9035792511,162505.41195952398,229975.5522566,151675.01733505537,267190.80340019235,168353.88806754767,232592.29980371645,281258.01163616806,187091.95032312864,134429.2258591526,160986.1293127012,127530.94117618666,124224.46332493688,121978.68693692627,108936.64279842649,187963.21128332266,223551.3711112137,236793.07311662394,114753.10899279387,133726.91884156925,125964.24554079796,234791.26055947706,230030.78103715248,118612.78646485355,172431.8538034353,141661.8250596544,133394.87583184263,122168.22297547352
2015-12-01,239055.0359628225,416766.7583688212,186642.47981073475,280475.14373541914,302925.47735969845,170764.43410448413,128051.37424924313,345339.5635992333,208492.60353842392,285471.26654329506,298898.51848817774,164618.66940378668,500822.85037503735,214336.21715093896,522374.4009778591,228515.86294879008,247731.2063608819,155686.96659473775,219737.41797944825,197580.29798681298,168881.79057493352,276528.41339198773,159592.0097191378,156164.78498836435,163304.76228124168,229970.86258713983,152654.47413872115,270566.0182012988,168524.73441046983,234110.1809796689,281720.3152294874,187876.14400101066,134967.7087608352,161913.23011872204,128169.23614361894,124306.01422532163,122372.33722248307,109213.30816363565,188884.22433009863,224689.57806659353,236977.1458309239,115236.38313758862,134411.54151844062,126640.5175624893,235330.67240722987,230417.08544664542,118267.58101098717,173197.27073329876,142456.8847311863,134254.67409728127,122637.02790443694
2016-01-01,239927.0794306798,419870.1308401991,188061.14261709654,281360.22462960385,303836.0497485672,171937.7347844295,128916.1652813696,347591.15556517214,210473.23005697582,288942.53947294183,301725.99661236885,165446.6599037154,502696.0497455616,215806.91807956816,524020.1950026895,229313.8481521269,249893.8232886179,156688.09934883536,220962.9798246775,199044.58759834463,169716.7995654417,277691.8831606787,160071.92098831382,157108.48288023818,164213.36584111865,229857.78863537277,153668.9157930049,273817.95856214385,168685.92434976404,235644.35316686847,281940.5396667625,188382.6524720073,135571.5556451119,162882.38159341284,128862.57924218231,124535.68240776726,122838.32309425373,109433.60693591734,190241.95641441472,225396.1679999856,237244.40587825174,115779.70317739958,135194.67655337916,127222.23498616688,236329.9683797564,230774.9287598721,118204.38065206849,173964.6069341837,143282.50632161638,135227.5681859917,123268.15254912141
2016-02-01,240654.52402051157,425090.8788891974,189405.89719941412,282051.6725473791,304437.5407827932,173161.6537627915,129831.1233191428,349632.7288189749,212337.61372336905,292219.6398962622,304448.313584877,166339.51241762505,504342.1291704189,217148.81749965608,526187.9862279008,229802.09057184707,251892.69699755523,157672.32343023526,222076.35846941944,200528.12190310235,170421.68703434823,278501.11717190663,160563.59971471116,157962.3873923316,165135.94640168454,229730.77321680254,154660.78168093695,276855.7732098266,168998.12059030923,236850.91364511775,281977.97502282093,188952.28000163226,136246.1832928516,163770.02245473207,129536.42129594316,125019.13590951264,123469.72149445342,109671.41457437242,191811.64708466872,225858.48797658214,237249.87317543328,116371.606086966,135996.62849978765,127791.45810828113,237436.59636117783,231253.11385958968,118622.2980389156,174815.8751211726,144184.75973388655,136194.04593618846,124060.23512022062
2016-03-01,240980.044089127,431021.36854002875,190642.0308883018,282364.6270603851,304614.5080977585,174064.18531529198,130466.20293739052,351117.6323627634,213793.40209419688,294909.1749558765,307114.7706779659,166955.54072641686,505458.2284919775,218329.4642801855,528969.1902351079,229986.26735949834,253469.34414706615,158371.11541273684,222752.54669498545,201780.19967199673,170444.5585237662,278631.39019284473,160604.17014557388,158484.06355529276,165700.89280754843,229078.66576804096,155340.07204612278,279433.8138166419,169253.24210461637,237710.34296537656,281583.679903748,189218.03712711635,136591.54388741133,164336.32622653508,129894.58352227895,125220.2739411263,123858.45064102909,109714.09558289549,193314.73371334522,225343.45244478993,237351.62675426473,116643.43550570641,136427.09174852705,128019.61796255142,238212.47394088047,231607.18957599244,119305.89327529674,175257.43683682792,144791.76449046747,136632.8893619041,124549.15777784244
2016-04-01,241005.91476023252,435502.28022961784,191951.38950219072,282923.9161129024,304945.70233108004,174922.94053251986,131114.86726483906,352662.12405156484,214670.53292078828,297260.4834099275,309949.94324416714,167523.43965936158,506480.57376100804,219747.34536346505,530989.1183265654,230355.74673051984,255003.94002346988,159089.65418045604,223181.06375872783,202954.9421912612,170531.94633302567,278587.59930861084,160597.07395052235,158912.2326124701,166159.8420372097,228694.28828320536,155921.16756250433,282081.60958724836,169715.15084477872,238529.23335980353,281731.39678475726,189698.41058725383,136937.91387538504,164951.26074577597,130077.05562498687,125289.8591343308,124322.8755305162,109525.4802080505,194658.0461138786,224752.39932080093,237277.72579816493,116845.12534576352,136692.15681719861,128145.45032970714,239064.08634018898,231674.75969163814,119989.9966308927,175593.86925537547,145276.65535604255,136733.71018141054,124853.37298429753
2016-05-01,241035.382303801,438474.6596927181,193247.1130777545,283781.98660641647,305521.72736678785,175751.66422927557,131815.94721017612,354379.0364400524,215420.38799645085,299517.97635762853,312740.82578422467,168078.1513218412,507157.63873340766,221048.94097915394,532721.1685566185,231262.31947748724,256740.38658563068,159787.29657609723,223478.42010908164,203874.47540128048,170589.73264612354,278773.4192733795,160791.29168957923,159299.93068850567,166573.0311709212,228955.54792199773,156449.21011398785,284916.72185869195,170400.94828884245,239652.36611810545,282175.414403301,190413.73959245716,137146.6972154626,165578.91256003166,130252.36823836858,125395.0649079238,124830.51810213948,109302.85989323747,196137.10744295202,224234.9055528514,237562.53544965351,117119.97437829214,137045.55196759064,128253.83788940258,239940.65036466075,231654.23705370026,120547.22170921655,175967.98877998584,145662.93670070276,136602.1972573351,125049.56466888187
